Nr okręgu,Nr obwodu,Nazwa,Siedziba,Typ,Granice,Liczba mieszkańców,Liczba wyborców,PR - liczba wyborców,PR - liczba kart w urnie,RM - liczba wyborców,RM - liczba kart w urnie
5,160,Szkoła Podstawowa nr 90 im. hr. Władysława Zamoyskiego,ul. Józefa Chociszewskiego 56 Poznań,stały,"ul. Belwederska wszystkie adresy, ul. Berestecka wszystkie adresy, ul. Grochowska nieparzyste 1 - 23, 25 - 47, parzyste 2 - 28a, ul. Grunwaldzka parzyste 48 - 86, 100 - 108, ul. Heweliusza wszystkie adresy, ul. Józefa Chociszewskiego nieparzyste 49, parzyste 56, ul. Józefa Sowińskiego wszystkie adresy, ul. Kirchholmska wszystkie adresy, ul. Konfederacka wszystkie adresy, ul. Księżycowa wszystkie adresy, ul. Macieja Palacza parzyste 120a - 144, ul. Obozowa wszystkie adresy, ul. Obronna wszystkie adresy, ul. Orężna wszystkie adresy, ul. Płowiecka wszystkie adresy, ul. Pogodna parzyste 4 - 24, ul. Poświata wszystkie adresy, ul. Promienista nieparzyste 3 - 61a, parzyste 4 - 8, 10 - 62, ul. Słoneczna nieparzyste 1 - 27c, parzyste 2 - 36, ul. Taborowa wszystkie adresy, ul. Tęczowa parzyste 2 - 48, ul. Władysława Reymonta parzyste 30",2560,2075,2079,1370,2079,1370
5,161,Szkoła Podstawowa nr 80 im. Kornela Makuszyńskiego,ul. Pogodna 84 Poznań,stały,"ul. Brzeźnicka wszystkie adresy, ul. Działkowa wszystkie adresy, ul. Edmunda Taczanowskiego nieparzyste 17 - 19, ul. Gwiaździsta nieparzyste 1 - 31, parzyste 20 - 26, ul. Kargowska wszystkie adresy, ul. Macieja Palacza nieparzyste 67 - 125a, parzyste 70 - 116a, ul. Piotra Ściegiennego nieparzyste 75 - 99, parzyste 50 - 84, 88 - 94, ul. Podchorążych nieparzyste 1 - 11a, parzyste 2 - 12, ul. Pogodna nieparzyste 47 - 57/59, parzyste 26 - 64, ul. Promienista nieparzyste 65 - 89, parzyste 64 - 100a, ul. Racławicka nieparzyste 49 - 57, parzyste 48 - 50, ul. Rynarzewska wszystkie adresy, ul. Słoneczna nieparzyste 29 - 67, parzyste 40 - 56b, ul. Strzecha wszystkie adresy, ul. Świetlana nieparzyste 17 - 25, ul. Tęczowa nieparzyste 3 - 43, ul. Zamknięta wszystkie adresy, ul. Zdziechowska wszystkie adresy",2236,1827,1829,1069,1829,1069
5,162,XI Liceum Ogólnokształcące im. Jadwigi i Wacława Zembrzuskich,ul. Piotra Ściegiennego 134 Poznań,stały,"ul. Bułgarska nieparzyste 1 - 17, parzyste 2a - 18, ul. Byczyńska wszystkie adresy, ul. Grunwaldzka nieparzyste 121 - 173, parzyste 112 - 138, ul. Gwiaździsta parzyste 2 - 18, ul. Jugosłowiańska nieparzyste 3 - 25, ul. Kanclerska nieparzyste 3 - 11, ul. Kasztelańska nieparzyste 33 - 69, parzyste 18 - 64, ul. Listopadowa wszystkie adresy, ul. Macieja Palacza nieparzyste 127 - 149, ul. Marszałkowska nieparzyste 13 - 17, ul. Olszynka wszystkie adresy, ul. Piotra Ściegiennego nieparzyste 101 - 139b, parzyste 100 - 134, ul. Podkomorska nieparzyste 1 - 9, parzyste 2 - 30, ul. Ptasia nieparzyste 11, ul. Racławicka nieparzyste 61 - 91, parzyste 52 - 84a, ul. Rumuńska wszystkie adresy, ul. Senatorska nieparzyste 1 - 23, parzyste 2 - 18, ul. Świetlana nieparzyste 1 - 15, parzyste 2 - 38a, ul. Trybunalska nieparzyste 1 - 17/25, parzyste 4 - 26, ul. Wawerska wszystkie adresy, ul. Wolska wszystkie adresy",1935,1592,1605,1058,1605,1061
5,163,Szkoła Podstawowa nr 7 im. Erazma z Rotterdamu,ul. Galileusza 14 Poznań,stały,"ul. Babimojska wszystkie adresy, ul. Bolkowicka wszystkie adresy, ul. Galileusza nieparzyste 5a - 7, ul. Grunwaldzka parzyste 142 - 200, ul. Jana Keplera parzyste 4a - 6c, ul. Jawornicka nieparzyste 1, 5a - 5d, ul. Jugosłowiańska parzyste 10 - 38, ul. Smardzewska nieparzyste 1 - 27, parzyste 6 - 22",2246,1797,1823,1115,1823,1115
5,164,International School of Poznań,ul. Edmunda Taczanowskiego 18 Poznań,stały,"ul. Edmunda Taczanowskiego parzyste 12 - 30, ul. Gwiaździsta nieparzyste 35 - 45, parzyste 30, ul. Jana Keplera nieparzyste 1, ul. Jugosłowiańska nieparzyste 31 - 79, parzyste 44a - 50b, ul. Junacka wszystkie adresy, ul. Kadecka wszystkie adresy, ul. Kłuszyńska nieparzyste 27 - 31, parzyste 26 - 30, ul. Orszańska wszystkie adresy, ul. Piotra Ściegiennego nieparzyste 69 - 71a, ul. Piotra Wysockiego wszystkie adresy, ul. Podchorążych nieparzyste 13 - 43, parzyste 18 - 22, 24 - 52, ul. Promienista parzyste 102 - 152, ul. Trębacka wszystkie adresy",1886,1590,1588,917,1588,917
5,165,Szkoła Podstawowa nr 7 im. Erazma z Rotterdamu,ul. Galileusza 14 Poznań,stały,"ul. Galileusza parzyste 4a - 6b, ul. Jana Keplera nieparzyste 3a - 5, ul. Jugosłowiańska parzyste 52a - 56, ul. Promienista parzyste 160 - 166b",2036,1748,1752,1040,1752,1044
5,166,Szkoła Podstawowa nr 7 im. Erazma z Rotterdamu,ul. Galileusza 14 Poznań,stały,"ul. Galileusza nieparzyste 1a - 3, parzyste 2a - 2j, 8 - 14, ul. Jana Keplera parzyste 8a - 8c, ul. Jawornicka nieparzyste 1a, 7a - 15, parzyste 10a, 50 - 52, ul. Smardzewska parzyste 2",2100,1780,1797,1043,1797,1043
5,167,Szkoła Podstawowa nr 72 z Oddziałami Dwujęzycznymi i Sportowymi im. Mikołaja Kopernika,ul. Izaaka Newtona 2 Poznań,stały,"ul. Górnicza nieparzyste 43, parzyste 40 - 44, ul. Izaaka Newtona wszystkie adresy, ul. Jawornicka nieparzyste 15a - 17, ul. Mrągowska parzyste 4, ul. Promienista nieparzyste 131, ul. Rembertowska parzyste 42",2267,1933,1928,1179,1928,1178
5,168,Szkoła Podstawowa nr 80 im. Kornela Makuszyńskiego,ul. Pogodna 84 Poznań,stały,"ul. Kłuszyńska nieparzyste 19, parzyste 18 - 20, ul. Piotra Ściegiennego nieparzyste 45 - 67, ul. Pogodna nieparzyste 67 - 73, parzyste 66 - 90, ul. Promienista nieparzyste 91 - 123, ul. Raszyńska wszystkie adresy, ul. Rembertowska nieparzyste 17 - 17A",2165,1861,1864,1106,1864,1120
5,169,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera,ul. Piotra Ściegiennego 10 Poznań,stały,"ul. Augustyna Kordeckiego nieparzyste 1, parzyste 2 - 12, ul. Górczyńska nieparzyste 31a - 41a, parzyste 38 - 48, ul. Kazimierza Jarochowskiego nieparzyste 81 - 105, ul. Macieja Palacza nieparzyste 29 - 45, ul. Piotra Skargi wszystkie adresy, ul. Piotra Ściegiennego parzyste 18 - 36, ul. Sielska nieparzyste 43 - 49, parzyste 32A - 46",2160,1811,1818,1020,1818,1020
5,170,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera,ul. Piotra Ściegiennego 10 Poznań,stały,"ul. Głogowska parzyste 142 - 184a, ul. Górczyńska nieparzyste 7 - 29, parzyste 4 - 24, ul. Kazimierza Jarochowskiego parzyste 88, ul. Kosynierska wszystkie adresy, ul. Kuźnicza wszystkie adresy, ul. Macieja Palacza nieparzyste 3 - 27, ul. Piotra Ściegiennego parzyste 4 - 14, ul. Sielska nieparzyste 5 - 27, parzyste 4 - 28, ul. Zgoda nieparzyste 11 - 15a, parzyste 10 - 14",2086,1728,1727,942,1727,937
5,171,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera,ul. Bosa 9 Poznań,stały,"ul. Antoniego Andrzejewskiego nieparzyste 3 - 5, 7, ul. Bosa wszystkie adresy, ul. Czechosłowacka parzyste 106 - 106a, ul. Daleka nieparzyste 3, 5a - 37, parzyste 8 - 30a, ul. Drużynowa wszystkie adresy, ul. Dwatory nieparzyste 1, 3 - 13, parzyste 4 - 12, ul. Głogowska nieparzyste 145 - 147, 149/151 - 173B, ul. Górecka nieparzyste 9 - 111, parzyste 6 - 108, ul. Górki wszystkie adresy, ul. Jakuba Krauthofera parzyste 2 - 6, 16A - 58, ul. Józefa Wrońskiego wszystkie adresy, ul. Krzywa nieparzyste 13 - 33, ul. Mała wszystkie adresy, ul. Maszynowa wszystkie adresy, ul. Miedziana wszystkie adresy, ul. Myśliwska wszystkie adresy, ul. Obrzeże wszystkie adresy, ul. Przesmyk wszystkie adresy, ul. Romana Dmowskiego nieparzyste 79 - 155, parzyste 120 - 130, ul. Stanisława Knapowskiego wszystkie adresy, ul. Tarczowa wszystkie adresy, ul. Zwrotnicza wszystkie adresy",2140,1715,1674,920,1674,920
5,172,Szkoła Podstawowa nr 10 im. Arkadego Fiedlera,ul. Bosa 9 Poznań,stały,"ul. Antoniego Andrzejewskiego nieparzyste 11/17 - 27, parzyste 4 - 28, ul. Czechosłowacka nieparzyste 139 - 189, parzyste 108 - 176, ul. Czempińska wszystkie adresy, ul. Daleka parzyste 2 - 6, ul. Głazowa nieparzyste 3 - 39, ul. Głogowska nieparzyste 175 - 227c, ul. Graniowa wszystkie adresy, ul. Jaskiniowa wszystkie adresy, ul. Karpicka wszystkie adresy, ul. Kościańska nieparzyste 1 - 35a, parzyste 2 - 42a, ul. Krzywa nieparzyste 1 - 9, parzyste 4 - 14, ul. Krzywińska nieparzyste 7 - 15, parzyste 4 - 16b, ul. Leszczyńska nieparzyste 3 - 5a, parzyste 8 - 40, ul. Metalowa wszystkie adresy, ul. Obrzańska parzyste 4 - 16, ul. Pagórkowa wszystkie adresy, ul. Piargowa wszystkie adresy, ul. Przełęcz parzyste 4 - 28, ul. Rakoniewicka wszystkie adresy, ul. Reglowa wszystkie adresy, ul. Romana Dmowskiego parzyste 134 - 152, ul. Skalna wszystkie adresy, ul. Stęszewska nieparzyste 1 - 33a, parzyste 4 - 26, ul. Sulmierzycka wszystkie adresy, ul. Turniowa wszystkie adresy",1747,1433,1460,752,1460,753
5,173,Szkoła Podstawowa nr 4 im. Armii Poznań,ul. Rawicka 12/14 Poznań,stały,"ul. Będlewska wszystkie adresy, ul. Bojanowska wszystkie adresy, ul. Chomęcicka wszystkie adresy, ul. Głogowska nieparzyste 229 - 281, ul. Głuchowska wszystkie adresy, ul. Gostyńska nieparzyste 1 - 45A, parzyste 4 - 50, ul. Granowska wszystkie adresy, ul. Komornicka wszystkie adresy, ul. Konarzewska wszystkie adresy, ul. Kościańska nieparzyste 39 - 71, parzyste 44 - 70, ul. Krzywińska nieparzyste 19 - 25, parzyste 20 - 26, ul. Leszczyńska parzyste 44 - 56H, ul. Mikołowska wszystkie adresy, ul. Obrzańska nieparzyste 5 - 15, ul. Osiecka wszystkie adresy, ul. Ostatnia wszystkie adresy, ul. Pszczyńska wszystkie adresy, ul. Ptaszkowska wszystkie adresy, ul. Rawicka nieparzyste 1 - 37, parzyste 8 - 42, ul. Rosnowska wszystkie adresy, ul. Stęszewska nieparzyste 37 - 47a, parzyste 30 - 58a, ul. Strykowska wszystkie adresy, ul. Szreniawska wszystkie adresy, ul. Śmigielska wszystkie adresy, ul. Trzebawska wszystkie adresy, ul. Wronczyńska wszystkie adresy, ul. Zamysłowska wszystkie adresy",1990,1655,1648,916,1648,917
5,174,Przedszkole nr 67 im. Marii Konopnickiej,ul. Słowicza 15 Poznań,stały,"ul. Adama Logi wszystkie adresy, ul. Albańska wszystkie adresy, ul. Augustyna Kordeckiego nieparzyste 21 - 61, parzyste 16 - 60a, ul. Boczna wszystkie adresy, ul. Ceglana wszystkie adresy, ul. Częstochowska wszystkie adresy, ul. Głogowska parzyste 214 - 264, ul. Górnicza parzyste 2/1 - 2/227, ul. Józefa Hallera wszystkie adresy, ul. Klinkierowa wszystkie adresy, ul. Kopanina nieparzyste 3 - 51, 53 - 67, parzyste 2 - 68, ul. Ostrobramska wszystkie adresy, ul. Piotra Ściegiennego nieparzyste 13 - 35/39, ul. Skrajna wszystkie adresy, ul. Słowicza wszystkie adresy, ul. Świętogórska wszystkie adresy, ul. Torfowa wszystkie adresy, ul. Węglowa wszystkie adresy, ul. Wykopy parzyste 2, pl. Zbawiciela wszystkie adresy, ul. Zgoda nieparzyste 19 - 27, parzyste 16 - 54, ul. Żwirowa wszystkie adresy",1903,1573,1572,842,1572,842
5,175,Publiczna Szkoła Podstawowa nr 52 Fundacji Familijny Poznań,ul. Fabianowo 29 Poznań,stały,"ul. Barbary Lerczakówny wszystkie adresy, ul. Cedzyńska wszystkie adresy, ul. Fabianowo wszystkie adresy, ul. Glinianki wszystkie adresy, ul. Głogowska nieparzyste 343 - 431A, parzyste 332 - 342, 342/332 - 448, ul. Gruntowa wszystkie adresy, ul. Haliny Konopackiej wszystkie adresy, ul. Jadwigi Wajsówny wszystkie adresy, ul. Kotowo wszystkie adresy, ul. Kowalewicka wszystkie adresy, ul. Krzeszowicka wszystkie adresy, ul. Mieleszyńska wszystkie adresy, ul. Nowosolska nieparzyste 37, parzyste 38 - 40, ul. Oławska wszystkie adresy, ul. Opłotki wszystkie adresy, ul. Otwarta wszystkie adresy, ul. Pobielska wszystkie adresy, ul. Przy Autostradzie wszystkie adresy, ul. Radyńska wszystkie adresy, ul. Rojna wszystkie adresy, ul. Ruczajowa wszystkie adresy, ul. Rudnicze wszystkie adresy, ul. Sąsiedzka wszystkie adresy, ul. Sielankowa wszystkie adresy, ul. Stara Cegielnia wszystkie adresy, ul. Sycowska wszystkie adresy, ul. Szuwarowa wszystkie adresy, ul. Trzebińska wszystkie adresy, ul. Tyniecka wszystkie adresy, ul. Uradzka wszystkie adresy, ul. Ustronna wszystkie adresy, ul. Wojnowicka wszystkie adresy, ul. Wołczyńska wszystkie adresy, ul. Wołowska nieparzyste 103 - 109, parzyste 48 - 116a, ul. Wykopy nieparzyste 1 - 11A, parzyste 2/4 - 8, ul. Zamiejska wszystkie adresy",1704,1363,1361,705,1361,705
5,176,Dom Kultury „Stokrotka”,ul. Cyniowa 11 Poznań,stały,"ul. Astrowa wszystkie adresy, ul. Begoniowa wszystkie adresy, ul. Cyniowa wszystkie adresy, ul. Floksowa nieparzyste 3 - 15, parzyste 2 - 10, ul. Frezjowa nieparzyste 3 - 83, parzyste 2 - 56A, ul. Gerberowa wszystkie adresy, ul. Gladiolowa wszystkie adresy, ul. Goździkowa wszystkie adresy, ul. Grunwaldzka nieparzyste 355 - 403, ul. Irysowa wszystkie adresy, ul. Kaczeńcowa wszystkie adresy, ul. Kaliowa wszystkie adresy, ul. Krokusowa wszystkie adresy, ul. Lewkoniowa nieparzyste 1 - 15, ul. Łubinowa nieparzyste 3 - 51, parzyste 4 - 16, ul. Maciejkowa wszystkie adresy, ul. Macierzankowa wszystkie adresy, ul. Malwowa nieparzyste 1 - 51, 53 - 99, parzyste 2 - 48, 50b - 64, ul. Piwoniowa wszystkie adresy, ul. Różyczkowa wszystkie adresy, ul. Stokrotkowa wszystkie adresy, ul. Szarotkowa nieparzyste 21 - 43, parzyste 8 - 90",2130,1764,1772,1051,1772,1051
5,177,Szkoła Podstawowa nr 78 im. prof. Wiktora Degi,ul. Żonkilowa 34 Poznań,stały,"ul. Bratkowa wszystkie adresy, ul. Chryzantemowa wszystkie adresy, ul. Daliowa wszystkie adresy, ul. Floksowa nieparzyste 19 - 61, parzyste 12 - 70, ul. Forsycjowa wszystkie adresy, ul. Frezjowa parzyste 60 - 86A, ul. Hiacyntowa wszystkie adresy, ul. Lawendowa wszystkie adresy, ul. Lewkoniowa nieparzyste 19 - 37, parzyste 2 - 46, ul. Lotosowa wszystkie adresy, ul. Łubinowa parzyste 22 - 42, ul. Magnoliowa wszystkie adresy, ul. Malwowa nieparzyste 101 - 147, parzyste 66 - 128, ul. Margaretkowa wszystkie adresy, ul. Nagietkowa wszystkie adresy, ul. Narcyzowa wszystkie adresy, ul. Nasturcjowa wszystkie adresy, ul. Petuniowa wszystkie adresy, ul. Pierwiosnkowa wszystkie adresy, ul. Przebiśniegowa wszystkie adresy, ul. Przylaszczkowa wszystkie adresy, ul. Sasankowa wszystkie adresy, ul. Storczykowa wszystkie adresy, ul. Szarotkowa nieparzyste 47 - 143z, parzyste 96 - 188, ul. Tulipanowa wszystkie adresy, ul. Zawilcowa wszystkie adresy, ul. Żonkilowa wszystkie adresy",2330,1860,1861,1187,1861,1185
5,178,Szkoła Podstawowa nr 54 im. Jana Kasprowicza,ul. Małoszyńska 38 Poznań,stały,"ul. Cmentarna wszystkie adresy, ul. Czesława Gerwela wszystkie adresy, ul. Franciszka Adamanisa wszystkie adresy, ul. Grotkowska wszystkie adresy, ul. Grunwaldzka nieparzyste 273/75 - 347, ul. Hajduczka wszystkie adresy, ul. Heleny Kurcewiczówny wszystkie adresy, ul. Ignacego Zielewicza wszystkie adresy, ul. Ireneusza Wierzejewskiego wszystkie adresy, ul. Jana Skrzetuskiego wszystkie adresy, ul. Józefa Edwarda Grobelnego wszystkie adresy, ul. Józwy Butryma wszystkie adresy, ul. Kazimierza Brossa wszystkie adresy, ul. Ketlinga wszystkie adresy, ul. Kiemliczów wszystkie adresy, ul. Kmicica wszystkie adresy, ul. Longinusa Podbipięty wszystkie adresy, ul. Małoszyńska wszystkie adresy, ul. Michała Wołodyjowskiego wszystkie adresy, ul. Oleńki Billewiczówny wszystkie adresy, ul. Onufrego Zagłoby wszystkie adresy, ul. Rocha Kowalskiego wszystkie adresy, ul. Rzepińska wszystkie adresy, ul. Soroki wszystkie adresy, ul. Srebrna nieparzyste 13 - 27, parzyste 16 - 18, ul. Stefana Różyckiego wszystkie adresy, ul. Ścinawska nieparzyste 3 - 51",1553,1251,1252,816,1252,817
5,179,Liceum Plastyczne im. Piotra Potworowskiego w Poznaniu,ul. Junikowska 35 Poznań,stały,"ul. Grunwaldzka parzyste 308 - 408, ul. Junikowska parzyste 48 - 64, ul. Jutrosińska wszystkie adresy, ul. Kamienicka wszystkie adresy, ul. Krobska wszystkie adresy, ul. Krzepicka wszystkie adresy, ul. Legnicka wszystkie adresy, ul. Miśnieńska wszystkie adresy, ul. Namysłowska wszystkie adresy, ul. Nowosolska nieparzyste 1a - 31, parzyste 2a - 30, ul. Oleśnicka wszystkie adresy, ul. Opawska wszystkie adresy, ul. Paczkowska wszystkie adresy, ul. Rybnicka wszystkie adresy, ul. Strzelińska wszystkie adresy, ul. Świdnicka wszystkie adresy, ul. Twardogórska wszystkie adresy, ul. Wieruszowska wszystkie adresy, ul. Wołowska nieparzyste 39 - 55, parzyste 40 - 44, ul. Woźnicka wszystkie adresy, ul. Ząbkowicka wszystkie adresy, ul. Żagańska wszystkie adresy, ul. Żmigrodzka wszystkie adresy",1787,1442,1441,825,1441,825
5,180,Liceum Plastyczne im. Piotra Potworowskiego w Poznaniu,ul. Junikowska 35 Poznań,stały,"ul. Bełchatowska nieparzyste 7 - 27, parzyste 8 - 34a, ul. Gęsia wszystkie adresy, ul. Giżycka wszystkie adresy, ul. Grabowska wszystkie adresy, ul. Grunwaldzka parzyste 248 - 294, ul. Gubińska wszystkie adresy, ul. Jawornicka parzyste 58, ul. Junikowska nieparzyste 1 - 37, 39 - 55b, parzyste 2 - 46, ul. Kacza wszystkie adresy, ul. Kopanina nieparzyste 69 - 111, parzyste 80 - 104, ul. Krapkowicka wszystkie adresy, ul. Krośnieńska nieparzyste 1a, 17 - 27, parzyste 2 - 28, ul. Mikstacka wszystkie adresy, ul. Mrągowska nieparzyste 1 - 11, ul. Odległa wszystkie adresy, ul. Odolanowska wszystkie adresy, ul. Ostrzeszowska wszystkie adresy, ul. Prośnicka wszystkie adresy, ul. Przepiórcza wszystkie adresy, ul. Sieradzka nieparzyste 5 - 29a, parzyste 4 - 4C, ul. Sobotecka wszystkie adresy, ul. Szadecka wszystkie adresy, ul. Świebodzińska parzyste 6 - 82, ul. Wschowska wszystkie adresy, ul. Ziębicka wszystkie adresy, ul. Żabia wszystkie adresy, ul. Żywocicka wszystkie adresy",2102,1646,1643,1048,1643,1048
5,181,Centrum Kształcenia Zawodowego i Ustawicznego,ul. Jawornicka 1 Poznań,stały,"ul. Bełchatowska nieparzyste 5a - 5c, parzyste 4, ul. Dobrodzieńska wszystkie adresy, ul. Grunwaldzka parzyste 216 - 228/230, 232 - 244, ul. Jawornicka parzyste 6 - 8, 14 - 48A, ul. Krośnieńska nieparzyste 1, 3 - 15, ul. Międzyborska wszystkie adresy, ul. Pogorzelska wszystkie adresy, ul. Raszkowska wszystkie adresy, ul. Sieradzka parzyste 6 - 48, ul. Świebodzińska nieparzyste 1a - 33, parzyste 2 - 4a",2283,1858,1880,1133,1880,1133
5,182,Szkoła Podstawowa nr 54 im. Jana Kasprowicza,ul. Małoszyńska 38 Poznań,stały,"ul. Braniborska wszystkie adresy, ul. Budziszyńska wszystkie adresy, ul. Dziewińska wszystkie adresy, ul. Grunwaldzka nieparzyste 189 - 269, ul. Jeleniogórska wszystkie adresy, ul. Kamiennogórska wszystkie adresy, ul. Laudańska wszystkie adresy, ul. Mariana Smoluchowskiego wszystkie adresy, ul. Oskierki wszystkie adresy, ul. Srebrna nieparzyste 1 - 11, parzyste 2 - 12, ul. Ścinawska parzyste 2 - 84, pl. Światowida wszystkie adresy, ul. Władysława Węgorka wszystkie adresy",1841,1379,1378,976,1378,973
5,183,Szkoła Podstawowa nr 58 im. Jerzego Kukuczki,ul. Ławica 3 Poznań,stały,"ul. Barwicka wszystkie adresy, ul. Boruty wszystkie adresy, ul. Dobiegniewska wszystkie adresy, ul. Ezopa wszystkie adresy, ul. Fedrusa wszystkie adresy, ul. Franciszka Rylla wszystkie adresy, ul. Głowicka wszystkie adresy, ul. Gryfińska nieparzyste 5 - 25, ul. Heleny Modrzejewskiej wszystkie adresy, ul. Iwana Kryłowa wszystkie adresy, ul. Jana Brzechwy nieparzyste 1 - 97, ul. Janiny Porazińskiej wszystkie adresy, ul. Janosika wszystkie adresy, ul. Juliana Tuwima nieparzyste 31 - 45, parzyste 24 - 68, ul. Juliusza Osterwy wszystkie adresy, ul. Kornela Makuszyńskiego wszystkie adresy, ul. Ludwika Solskiego wszystkie adresy, ul. Miastkowska nieparzyste 1 - 55j, parzyste 2 - 114b, ul. Nuny i Bolesława Szczurkiewiczów wszystkie adresy, ul. Okonecka nieparzyste 9 - 11, parzyste 16 - 28, ul. Owcza parzyste 20 - 52, ul. Pana Twardowskiego wszystkie adresy, ul. Perłowska nieparzyste 1 - 29, ul. Perzycka nieparzyste 83 - 93, parzyste 58 - 124e, ul. Rokity wszystkie adresy, ul. Rumcajsa wszystkie adresy, ul. Smoka Wawelskiego wszystkie adresy, ul. Stefana Jaracza wszystkie adresy, ul. Strzegomska wszystkie adresy, ul. Szczecińska wszystkie adresy, ul. Szeherezady wszystkie adresy, ul. Wałbrzyska parzyste 6, ul. Wincentego Rapackiego wszystkie adresy, ul. Wyszomierska nieparzyste 9 - 23, parzyste 2 - 22D, ul. Złotowska nieparzyste 9 - 11B, 63 - 65b",2364,1942,1961,1371,1961,1365
5,184,Szkoła Podstawowa nr 58 im. Jerzego Kukuczki,ul. Ławica 3 Poznań,stały,"ul. Artura Marii Swinarskiego wszystkie adresy, ul. Artura Oppmana wszystkie adresy, ul. Baśniowa wszystkie adresy, ul. Bolesława Leśmiana wszystkie adresy, ul. Bukowska parzyste 144 - 170, 236 - 254, 266, ul. Bułgarska nieparzyste 19 - 121/123, ul. Christiana Andersena wszystkie adresy, ul. Hanny Januszewskiej wszystkie adresy, ul. Jana Brzechwy parzyste 2 - 46, ul. Jana Sztaudyngera wszystkie adresy, ul. Jasna wszystkie adresy, ul. Juliana Tuwima parzyste 4 - 14, ul. Kolorowa wszystkie adresy, ul. Konstantego Ildefonsa Gałczyńskiego wszystkie adresy, ul. Kopciuszka wszystkie adresy, ul. Krasnoludków wszystkie adresy, ul. Królewny Śnieżki nieparzyste 1 - 19, ul. Krzysztofa Kamila Baczyńskiego wszystkie adresy, ul. Leopolda Staffa wszystkie adresy, ul. Leśnych Skrzatów wszystkie adresy, ul. Lisa Witalisa wszystkie adresy, ul. Makowej Panienki wszystkie adresy, ul. Marcelińska nieparzyste 97 - 97a, parzyste 90 - 102, ul. Misia Uszatka wszystkie adresy, ul. Pana Kleksa wszystkie adresy, ul. Pastelowa wszystkie adresy, ul. Prosta wszystkie adresy, ul. Ptasia parzyste 4 - 32, ul. Romana Wilkanowicza wszystkie adresy, ul. Sierotki Marysi wszystkie adresy, ul. Stanisława Czernika wszystkie adresy, ul. Stanisława Jachowicza wszystkie adresy, ul. Stefana Balickiego wszystkie adresy, ul. Świerzawska wszystkie adresy, ul. Wałbrzyska nieparzyste 1 - 13, parzyste 2, ul. Wieczorynki wszystkie adresy, ul. Wilhelma Grimma parzyste 2 - 16, ul. Władysława Bełzy wszystkie adresy, ul. Wojciecha Bąka wszystkie adresy, ul. Zenona Kosidowskiego wszystkie adresy, ul. Zgorzelecka wszystkie adresy, ul. Złotej Kaczki nieparzyste 1 - 9",2952,2312,2319,1531,2319,1531
5,185,Szkoła Podstawowa nr 58 im. Jerzego Kukuczki,ul. Ławica 3 Poznań,stały,"ul. Barlinecka wszystkie adresy, ul. Bobolicka wszystkie adresy, ul. Boczowska wszystkie adresy, ul. Bogdanowska wszystkie adresy, ul. Bukowska nieparzyste 177 - 303, parzyste 224, 328 - 440, ul. Gorzowska wszystkie adresy, ul. Grąbczowska wszystkie adresy, ul. Gryfińska parzyste 2 - 22, ul. Guliwera wszystkie adresy, ul. Jana Brzechwy parzyste 56, ul. Jana Maklakiewicza wszystkie adresy, ul. Królewny Śnieżki parzyste 2 - 20, ul. Lubniewicka wszystkie adresy, ul. Ławica wszystkie adresy, ul. Łobeska wszystkie adresy, ul. Malechowska wszystkie adresy, ul. Miastkowska nieparzyste 61 - 97, parzyste 118 - 124, 128/132 - 136, ul. Mirosławiecka wszystkie adresy, ul. Moryńska wszystkie adresy, ul. Odrzycka wszystkie adresy, ul. Okonecka nieparzyste 3 - 5, ul. Owcza nieparzyste 9 - 47A, ul. Perłowska parzyste 2 - 24, ul. Perzycka nieparzyste 1a - 81, parzyste 2 - 50, ul. Pozdawnicka wszystkie adresy, ul. Przytoczna nieparzyste 1A, ul. Rezedowa wszystkie adresy, ul. Roztocka wszystkie adresy, ul. Sadnicka wszystkie adresy, ul. Sławińska wszystkie adresy, ul. Templińska wszystkie adresy, ul. Wilhelma Grimma parzyste 18 - 48, ul. Witnicka wszystkie adresy, ul. Wyszeborska wszystkie adresy, ul. Wyszomierska nieparzyste 3 - 5, ul. Złocieniecka wszystkie adresy, ul. Złotej Kaczki parzyste 2 - 8, ul. Złotowska nieparzyste 1, 15 - 59, 67 - 111, parzyste 2 - 102",2149,1761,1781,1102,1781,1103
